,Unnamed: 0,Kommun,Kommunnamn,Antal Bilar,Kommungrupp 2023,Travel (km),Travel +-,Boende totalt Antal,E,N,geom_Length,geom_Area,mean,max,25%,50%,75%,95%,std
1283C1560,129,1283,Helsingborg,575,Större stad,21,2,1837,361152,6216167,2446.415683,317560.2867,117.52691780821918,541.4,39.8,93.6,180.82500000000005,290.99999999999994,91.49910450625069
1283A0010,130,1283,Helsingborg,801,Större stad,21,2,1290,368607,6195414,61101.21825,53110133.36,184.44744292237442,724.0999999999997,64.8,152.4,284.125,436.3049999999998,135.8542247933102
1283C1030,131,1283,Helsingborg,736,Större stad,21,2,1582,358942,6209795,5482.941497,1427485.439,171.24199771689499,725.0,57.8,141.8,262.62500000000006,410.3999999999998,128.8930253554352
1283C1040,132,1283,Helsingborg,928,Större stad,21,2,2224,358942,6209795,7094.599003,1992853.838,205.8285502283105,792.4999999999997,71.80000000000001,170.70000000000002,314.70000000000005,491.00499999999977,153.21252008623742
1283C1050,133,1283,Helsingborg,784,Större stad,21,2,1490,358942,6209795,8049.472058,2888892.742,180.31700913242008,797.3999999999996,63.8,150.35,275.92500000000007,421.6149999999998,132.7384667685608
1283C1070,134,1283,Helsingborg,529,Större stad,21,2,1467,358942,6209795,8938.614173,3430780.365,127.88416666666667,561.5,42.9,104.75,194.1,316.5099999999999,99.81851181088066
1283C1060,135,1283,Helsingborg,538,Större stad,21,2,1019,358942,6209795,11465.36901,4152658.385,124.22450913242008,666.5999999999999,40.3,99.5,191.425,304.50499999999994,97.11071712841645
1283C1080,136,1283,Helsingborg,749,Större stad,21,2,1703,358942,6209795,10354.59553,2737604.686,171.47396118721463,763.8999999999999,59.3,141.85000000000002,265.6,408.10999999999984,127.54879490042634
1283C1090,137,1283,Helsingborg,552,Större stad,21,2,1531,358942,6209795,3063.898021,524561.4376,132.06632420091324,743.9999999999995,43.475,107.6,203.125,323.9049999999999,102.29995633906987
1283C1110,138,1283,Helsingborg,783,Större stad,21,2,1811,358942,6209795,3728.337971,691688.4596,178.3113698630137,736.7999999999996,61.9,145.8,269.625,428.81499999999977,133.18670536878602
1283C1100,139,1283,Helsingborg,757,Större stad,21,2,1581,358942,6209795,8136.234598,2302677.717,150.52488584474884,557.5999999999999,54.1,116.60000000000002,231.20000000000005,370.8,114.78934410137667
1283C1150,140,1283,Helsingborg,670,Större stad,21,2,1971,357401,6210155,2921.946157,477198.6697,153.7591095890411,634.7999999999998,54.3,126.25,235.30000000000004,367.5999999999999,114.80455928803795
1283C1120,141,1283,Helsingborg,748,Större stad,21,2,2403,357401,6210155,6805.666827,1459900.882,153.55438356164382,577.9999999999998,54.6,122.4,236.5250000000001,374.5,116.10870840339621
1283C1130,142,1283,Helsingborg,489,Större stad,21,2,2069,356328,6212211,5380.346923,1113003.695,135.2577397260274,721.3999999999999,42.5,112.4,204.50000000000009,343.79999999999984,108.14411097187804
1283C1190,143,1283,Helsingborg,848,Större stad,21,2,2181,357401,6210155,3970.080026,671633.2621,179.34893835616435,671.6999999999998,62.2,144.75,276.0,428.62499999999955,133.27068857981823
1283C1210,144,1283,Helsingborg,625,Större stad,21,2,2197,357269,6213746,3841.953095,595097.8344,123.46149543378998,557.2999999999998,43.6,94.85,188.6,303.70999999999987,95.28974054237288
1283C1200,145,1283,Helsingborg,613,Större stad,21,2,3279,356328,6212211,8360.632521,2261985.342,162.82378995433788,803.9999999999999,54.6,137.9,246.50000000000003,392.23499999999956,123.25625046690868
1283C1160,146,1283,Helsingborg,913,Större stad,21,2,1792,358942,6209795,11351.22238,5219303.321,202.74078767123285,743.1999999999999,73.4,168.15000000000003,310.125,476.1999999999998,147.89719270206677
1283C1140,147,1283,Helsingborg,1004,Större stad,21,2,1843,361152,6216167,12372.63908,6470987.584,215.59398401826482,978.7999999999996,76.675,177.5,332.44999999999993,512.3049999999997,158.6294582074336
1283C1340,148,1283,Helsingborg,551,Större stad,21,2,1377,357269,6213746,4375.929287,705665.2378,135.5974086757991,708.5999999999999,43.9,112.70000000000002,205.32500000000002,331.0999999999999,104.01373093157376
1283C1250,149,1283,Helsingborg,497,Större stad,21,2,1944,357269,6213746,1235.25592,77840.17936,121.37012557077627,609.1,39.7,97.6,185.00000000000003,306.5,96.21215213290704
1283C1280,150,1283,Helsingborg,380,Större stad,21,2,1588,357269,6213746,1272.221653,62061.72031,99.051198630137,530.4000000000001,29.200000000000003,76.3,150.2,258.2049999999999,84.04635318479963
1283C1270,151,1283,Helsingborg,643,Större stad,21,2,1529,357269,6213746,4026.762706,540420.7366,132.53308219178084,661.6999999999998,47.0,104.7,202.82500000000005,327.79999999999995,101.85185364297719
1283C1290,152,1283,Helsingborg,527,Större stad,21,2,2063,357269,6213746,4088.843263,470145.5921,109.7023287671233,500.0999999999999,36.3,86.6,170.3,272.6,86.48823513000355
1283C1260,153,1283,Helsingborg,633,Större stad,21,2,1644,357269,6213746,2733.971596,353202.4778,130.24399543378996,559.2,46.9,102.0,199.1,320.8049999999999,99.44951822282914
1283C1330,154,1283,Helsingborg,423,Större stad,21,2,1539,357269,6213746,3068.374655,271330.5796,102.24779680365297,527.5,32.8,83.05,155.90000000000003,254.61999999999975,81.64111542034566
1283C1220,155,1283,Helsingborg,1250,Större stad,21,2,3115,358942,6209795,8881.570006,1969390.459,262.6494634703196,915.8999999999996,94.3,213.2,403.625,627.7999999999995,193.92989575684044
1283C1320,156,1283,Helsingborg,760,Större stad,21,2,1518,357269,6213746,3908.753057,572975.1044,172.86526255707759,697.8,61.175000000000004,142.05,265.20000000000005,408.9,128.55083144167097
1283C1360,157,1283,Helsingborg,829,Större stad,21,2,1987,357269,6213746,3553.702532,485150.9829,185.20678082191782,795.3999999999999,64.8,152.20000000000002,282.70000000000005,436.20499999999987,136.70432840741546
1283C1350,158,1283,Helsingborg,545,Större stad,21,2,1469,357269,6213746,3682.677454,660222.7511,131.60382420091324,629.9999999999998,43.3,108.2,200.60000000000002,323.4,101.94553856216986
1283C1400,159,1283,Helsingborg,783,Större stad,21,2,2388,357269,6213746,2492.171125,332177.7217,169.09288812785388,708.2999999999996,60.7,136.70000000000002,258.025,409.80499999999995,127.63281394024999
1283C1480,160,1283,Helsingborg,773,Större stad,21,2,2067,357269,6213746,1586.834169,147573.0333,179.5819406392694,825.1999999999999,62.0,148.3,276.225,428.7049999999998,133.90185760187447
1283C1470,161,1283,Helsingborg,587,Större stad,21,2,2473,357269,6213746,3899.9933,560581.4291,136.86168949771692,602.2999999999998,46.3,111.35,209.52500000000003,332.60499999999996,105.30584637763556
1283C1520,162,1283,Helsingborg,895,Större stad,21,2,2203,357269,6213746,3640.79157,603737.9542,185.1610388127854,755.0999999999997,65.6,147.70000000000002,283.9,450.7149999999996,139.81414184111617
1283C1540,163,1283,Helsingborg,415,Större stad,21,2,1617,357269,6213746,1979.20017,209608.7214,100.17166666666667,674.3999999999999,32.0,76.6,155.8,254.51999999999978,82.5593845214556
1283C1550,164,1283,Helsingborg,391,Större stad,21,2,1769,357269,6213746,2810.064075,320323.0086,102.03541095890411,537.3999999999999,32.0,79.75,154.8,267.4149999999998,85.38132304472796
1283B3010,165,1283,Helsingborg,1049,Större stad,21,2,1985,368329,6216038,9019.508009,5834798.664,224.65740867579905,936.3999999999992,82.125,182.35000000000002,344.79999999999995,532.2999999999997,164.97031459262382
1283C1570,166,1283,Helsingborg,613,Större stad,21,2,1721,361152,6216167,2984.695917,410416.9323,138.30527397260275,657.7999999999997,46.8,112.6,214.1,330.8,106.01605022970325
1283C1580,167,1283,Helsingborg,950,Större stad,21,2,2578,357269,6213746,4810.1974,865066.1721,202.91381278538813,760.9999999999999,72.875,165.5,311.2,484.3199999999996,149.4989774147238
1283C1620,168,1283,Helsingborg,582,Större stad,21,2,1383,357269,6213746,3436.415967,631978.6535,131.81836757990865,620.6,43.7,105.55,202.40000000000003,318.305,101.30661368052237
1283C1590,169,1283,Helsingborg,985,Större stad,21,2,1888,357269,6213746,11848.98842,4776319.728,217.82757990867577,910.7999999999996,76.57499999999999,179.95,332.42499999999995,519.1199999999997,160.61078182898714
1283A0020,170,1283,Helsingborg,780,Större stad,21,2,1328,368329,6216038,69147.11912,68473163.29,177.44350456621007,751.7999999999998,61.2,147.8,272.4,422.8999999999999,132.16577274103327
1283C1600,171,1283,Helsingborg,639,Större stad,21,2,1477,361152,6216167,14606.42987,7477718.337,142.04041095890412,626.4000000000001,49.0,116.15,218.30000000000004,341.6099999999998,107.27779184523624
1283C1650,172,1283,Helsingborg,628,Större stad,21,2,1434,357269,6213746,5249.950405,1105814.951,154.78086757990866,829.3999999999999,53.5,130.0,236.32500000000005,367.1099999999999,115.88335852835681
1283C1630,173,1283,Helsingborg,1381,Större stad,21,2,4285,357269,6213746,8565.675743,2719559.735,292.64823059360725,1057.6999999999994,104.6,237.95000000000005,451.39999999999975,688.4999999999997,212.69684161123135
1283C1660,174,1283,Helsingborg,945,Större stad,21,2,2309,361152,6216167,14807.2917,5672059.209,188.8553310502283,725.1999999999997,65.8,150.3,290.725,460.8049999999998,141.45242127248926
1283C1690,175,1283,Helsingborg,1073,Större stad,21,2,2300,361152,6216167,5008.158138,1444392.683,213.01331050228308,775.1999999999997,75.80000000000001,167.90000000000003,325.32499999999993,520.9049999999995,160.05792133184212
1283C1680,176,1283,Helsingborg,438,Större stad,21,2,813,357269,6213746,9074.097728,2741091.33,110.86470319634705,603.9999999999998,32.9,87.10000000000001,170.3,282.0099999999999,90.49809933434629
1283C1670,177,1283,Helsingborg,1026,Större stad,21,2,2327,357269,6213746,9026.876844,2820987.671,204.24329908675796,737.3999999999999,72.8,162.40000000000003,314.125,497.5999999999997,152.4526545632944
1283C1700,178,1283,Helsingborg,897,Större stad,21,2,1711,361152,6216167,17178.731,7826491.874,197.34940639269408,760.5999999999998,69.10000000000001,164.55,301.0,466.50499999999977,144.82937724106566
1283B4010,179,1283,Helsingborg,696,Större stad,21,2,1457,359885,6226823,12636.87581,7809477.573,159.74178082191784,709.0999999999999,54.575,133.10000000000002,245.52500000000003,381.00499999999994,119.7638981360759
1283A0030,180,1283,Helsingborg,1158,Större stad,21,2,2087,359885,6226823,33119.44001,44891937.94,230.27867579908676,788.6999999999995,83.7,182.05,353.7,553.7999999999997,170.95944088510421
1275A0010,181,1275,Perstorp,829,Pendlingskommun nära större stad,25,3,1279,399357,6222747,75928.18735,145694141.0,212.7464497716895,799.1999999999997,79.10000000000001,175.95,322.42499999999995,495.70499999999976,153.5666011236116
1275C1020,182,1275,Perstorp,528,Pendlingskommun nära större stad,25,3,1473,399357,6222747,8618.066769,2633379.96,144.6357191780822,683.2999999999996,50.2,118.0,221.12500000000003,349.205,109.38587498609796
1275C1010,183,1275,Perstorp,632,Pendlingskommun nära större stad,25,3,1489,399357,6222747,13655.23083,7753310.719,181.62684931506848,739.2,65.17499999999998,153.8,275.02500000000003,426.8999999999999,133.23979993400212
1275C1040,184,1275,Perstorp,682,Pendlingskommun nära större stad,25,3,1772,399357,6222747,7279.825354,2032683.605,181.32617579908677,715.7999999999997,67.8,152.10000000000002,274.80000000000007,422.9,131.329861113635
1275C1030,185,1275,Perstorp,698,Pendlingskommun nära större stad,25,3,1429,399357,6222747,10230.7677,4493699.055,183.0666780821918,698.0999999999999,67.4,152.5,278.3,431.9199999999996,132.98760627647047
1257A0010,186,1257,Örkelljunga,791,Pendlingskommun nära större stad,25,3,1278,386632,6241761,63515.7321,93092130.97,204.18149543378993,800.0999999999998,75.7,169.90000000000003,310.525,480.23499999999945,147.94808735940526
1257C1030,187,1257,Örkelljunga,682,Pendlingskommun nära större stad,25,3,1714,386632,6241761,8534.576419,2513376.067,186.8854794520548,853.0999999999999,69.4,157.55,281.925,434.3999999999998,134.21295274209686
1257C1020,188,1257,Örkelljunga,758,Pendlingskommun nära större stad,25,3,1557,386632,6241761,13811.23838,3007801.835,202.7916210045662,768.4999999999998,74.475,167.5,310.625,473.4499999999992,146.76305998561875
1257C1010,189,1257,Örkelljunga,763,Pendlingskommun nära större stad,25,3,1332,386632,6241761,16937.95747,12283611.76,171.87932648401824,590.1999999999998,64.3,132.35000000000002,263.4,420.1099999999998,128.1586527767125
1257C1040,190,1257,Örkelljunga,619,Pendlingskommun nära större stad,25,3,1104,386632,6241761,18063.34806,8848721.916,165.02816210045663,771.3999999999997,60.4,136.8,249.75,388.9099999999998,121.27174417762855
1257A0020,191,1257,Örkelljunga,1184,Pendlingskommun nära större stad,25,3,1832,404987,6247646,65539.39878,100337374.4,294.97534246575344,1150.0999999999997,112.775,240.6,448.325,691.1099999999996,211.16262235166135
1257A0030,192,1257,Örkelljunga,938,Pendlingskommun nära större stad,25,3,1638,404987,6247646,61722.00072,110973337.5,234.84745433789953,859.1999999999994,87.00000000000001,191.90000000000003,360.1249999999999,548.6149999999996,169.00162373651108
1290A0110,193,1290,Kristianstad,1346,Större stad,21,2,2296,456053,6226593,71520.50954,162914715.7,283.3632191780821,949.3999999999996,104.775,232.05,433.1499999999999,667.9049999999995,205.59485276432682
1290B6010,194,1290,Kristianstad,783,Större stad,21,2,1518,445761,6217713,13761.37235,10219418.92,176.07067351598175,703.1999999999998,61.9,143.9,269.27500000000003,418.20499999999976,131.03069031982022
1290B8010,195,1290,Kristianstad,577,Större stad,21,2,1035,448292,6212635,15226.51522,9345429.807,138.05460045662102,656.1999999999999,46.375,113.4,209.82500000000002,339.0,107.09506920487318
1290A0010,196,1290,Kristianstad,657,Större stad,21,2,976,435014,6191255,74975.54686,94555689.89,130.7930479452055,505.0999999999999,46.3,101.9,201.92500000000004,322.80499999999995,100.21659745569356
1290B7010,197,1290,Kristianstad,787,Större stad,21,2,1418,440802,6179703,12556.25793,9286642.412,160.49317351598174,683.6999999999997,54.7,127.10000000000002,248.82500000000005,392.5049999999998,122.66964876318434
1290A0020,198,1290,Kristianstad,963,Större stad,21,2,1529,440802,6179703,65079.8495,97067528.42,193.90844748858447,678.1999999999996,68.975,154.9,297.725,471.0099999999997,144.72825884777632
1290B2010,199,1290,Kristianstad,1448,Större stad,21,2,2633,450480,6199931,23293.46813,14624383.28,304.64138127853874,1071.5999999999992,111.67500000000001,251.00000000000003,466.59999999999974,715.1049999999997,220.5114723712674
1290B2020,200,1290,Kristianstad,630,Större stad,21,2,1215,450480,6199931,7026.010342,1173494.409,153.45784246575343,701.3999999999999,51.2,129.8,232.6,370.0,115.80779903880563
1290B2030,201,1290,Kristianstad,938,Större stad,21,2,1939,450480,6199931,7543.988774,1693947.13,206.49268264840182,804.5999999999996,73.0,170.15000000000003,317.2,491.2149999999995,152.10197371398627
1290B2050,202,1290,Kristianstad,1262,Större stad,21,2,2287,450480,6199931,7632.568164,2685999.887,268.4324315068493,968.2999999999992,98.475,217.6,412.3999999999999,633.7249999999996,195.95220599579082
1290A0030,203,1290,Kristianstad,951,Större stad,21,2,1589,435014,6191255,70784.43365,102291822.8,189.9648515981735,742.0999999999998,68.8,148.4,294.0,462.8049999999998,143.08056525086417
1290B2040,204,1290,Kristianstad,1019,Större stad,21,2,1956,450480,6199931,14283.90164,6315017.578,199.76086757990868,704.5999999999998,71.6,157.00000000000003,304.425,488.20499999999964,150.8848229713846
1290B2060,205,1290,Kristianstad,814,Större stad,21,2,1584,450480,6199931,11245.95948,5059270.95,183.27633561643836,735.1,61.99999999999999,151.9,281.325,435.00999999999965,137.12431235551892
1290B3010,206,1290,Kristianstad,1135,Större stad,21,2,2153,435014,6191255,13812.64886,8553632.977,221.24960045662098,740.4999999999995,79.7,173.95000000000005,339.97499999999997,538.2049999999996,165.69470960689
1290B3020,207,1290,Kristianstad,776,Större stad,21,2,1455,435014,6191255,14569.71252,7887281.905,156.44527397260273,687.6999999999997,54.7,124.10000000000002,239.10000000000005,381.10499999999985,118.45281115068182
1290C1030,208,1290,Kristianstad,924,Större stad,21,2,1855,448292,6212635,12537.39484,4700276.708,180.98160958904108,703.2999999999995,65.19999999999999,142.8,275.925,444.2049999999998,135.66557601508387
1290C1160,209,1290,Kristianstad,722,Större stad,21,2,2454,448292,6212635,3074.853231,309366.6408,164.82423515981736,752.8,57.4,137.4,252.22500000000005,396.20999999999987,123.67289680038975
1290C1010,210,1290,Kristianstad,564,Större stad,21,2,1034,448292,6212635,15646.54486,7111004.218,134.80313926940642,732.5999999999998,46.7,108.75,204.625,330.99999999999994,104.26305367505554
1290A0040,211,1290,Kristianstad,1197,Större stad,21,2,2009,450480,6199931,56685.67629,99042243.56,243.9861529680365,843.2999999999996,89.4,197.64999999999998,372.90000000000003,580.3999999999997,178.5435379750852
1290A0060,212,1290,Kristianstad,554,Större stad,21,2,949,450480,6199931,39921.19775,37549070.71,107.04296803652969,382.8999999999999,36.4,83.3,163.10000000000002,271.7,83.19323999337274
1290C1020,213,1290,Kristianstad,1260,Större stad,21,2,2326,448292,6212635,16117.662,10322816.22,249.31949771689492,856.2999999999995,90.5,197.00000000000003,380.35,603.2049999999996,185.822919949253
1290C1040,214,1290,Kristianstad,668,Större stad,21,2,1199,448292,6212635,12529.28877,7124164.631,142.27698630136987,661.0999999999999,50.2,112.9,217.32500000000005,346.0999999999999,108.22840171098785
1290C1050,215,1290,Kristianstad,1236,Större stad,21,2,2533,448292,6212635,10301.59241,3661404.761,240.69499999999996,839.2999999999994,83.9,188.2,364.025,590.7149999999996,182.57810448067806
1290C1060,216,1290,Kristianstad,665,Större stad,21,2,1656,448292,6212635,11507.09855,4651569.397,157.7918607305936,696.8999999999999,54.3,131.3,242.30000000000004,376.30499999999984,118.39573643675446
1290C1070,217,1290,Kristianstad,814,Större stad,21,2,2249,448292,6212635,9030.280787,3153690.077,188.59110730593608,781.7999999999997,68.275,159.85000000000002,288.20000000000005,439.19999999999993,136.88901782453425
1290C1100,218,1290,Kristianstad,717,Större stad,21,2,2039,448292,6212635,2241.493289,267519.9556,150.30360730593608,624.6999999999998,53.4,119.6,232.15000000000006,366.4149999999997,114.01228485994358
1290A0050,219,1290,Kristianstad,1077,Större stad,21,2,1824,435014,6191255,104142.4187,123418812.3,215.38195205479445,766.0999999999996,75.30000000000001,170.8,332.325,524.7049999999996,162.71130594658305
1290C1090,220,1290,Kristianstad,789,Större stad,21,2,1878,448292,6212635,8172.437749,2714823.231,154.740399543379,615.3999999999997,56.8,120.80000000000001,237.95000000000002,378.0049999999998,117.38596161223201
1290C1130,221,1290,Kristianstad,645,Större stad,21,2,1839,448292,6212635,1959.421703,217111.0552,128.24325342465755,512.9,46.0,100.55,196.925,316.705,98.31406864384763
1290C1080,222,1290,Kristianstad,820,Större stad,21,2,1979,448292,6212635,10949.14617,4494506.684,183.42111872146123,763.3,65.1,149.60000000000002,279.125,440.00499999999994,136.72995692362917
1290C1120,223,1290,Kristianstad,716,Större stad,21,2,2304,448292,6212635,4084.220099,698617.6527,163.85367579908674,751.4999999999998,57.2,136.3,252.125,390.60999999999984,123.26837651137349
1290C1140,224,1290,Kristianstad,624,Större stad,21,2,1892,448292,6212635,4292.774153,441804.4349,129.17365296803652,582.5999999999998,43.9,101.75,199.7,314.99999999999994,98.89695406627949
1290A0070,225,1290,Kristianstad,678,Större stad,21,2,1040,448292,6212635,69621.92674,92895415.6,138.70711187214616,531.5999999999997,50.2,109.4,210.2,338.30999999999995,105.16440651277107
1290C1110,226,1290,Kristianstad,1065,Större stad,21,2,2182,448292,6212635,11567.53392,4981717.905,209.27818493150684,783.5999999999995,75.575,163.95000000000005,321.125,510.25499999999903,157.28817348892338
1290C1170,227,1290,Kristianstad,689,Större stad,21,2,1828,448292,6212635,3137.04631,536709.3404,144.20041095890411,629.1999999999998,50.8,113.1,221.02500000000003,352.20499999999987,109.74188519104163
1290C1150,228,1290,Kristianstad,743,Större stad,21,2,1856,448292,6212635,9083.233555,2305961.258,169.71464611872148,803.5999999999999,58.3,138.0,262.02500000000003,406.1099999999999,127.56396237649481
1290B4010,229,1290,Kristianstad,1076,Större stad,21,2,1959,448292,6212635,12703.51858,9605522.283,218.183904109589,840.5999999999997,78.60000000000001,173.9,334.4,522.7099999999995,161.30502612925218
1290C1200,230,1290,Kristianstad,643,Större stad,21,2,1600,448292,6212635,3735.601164,435599.6947,150.70037671232876,655.4999999999999,50.974999999999994,124.9,231.10000000000002,360.4999999999999,114.1023119587519
1290C1180,231,1290,Kristianstad,1225,Större stad,21,2,2856,448292,6212635,7730.055176,2110406.884,260.5205936073059,1022.1999999999996,96.17500000000001,214.15000000000003,398.5499999999999,617.0449999999989,188.96019727808536
1290C1220,232,1290,Kristianstad,445,Större stad,21,2,2440,448292,6212635,1856.679499,205034.9754,111.43132420091325,644.6,35.724999999999994,90.1,170.4,281.00499999999994,89.93293788773023
1290C1210,233,1290,Kristianstad,869,Större stad,21,2,1820,448292,6212635,12314.86381,4413656.527,178.3611301369863,666.8999999999997,63.475,141.8,272.425,434.7999999999997,133.97536054054254
1290C1190,234,1290,Kristianstad,683,Större stad,21,2,2083,448292,6212635,12367.32198,3990152.941,156.68397260273974,651.5999999999999,54.7,129.5,237.50000000000003,377.5,117.86820522965085
1290C1230,235,1290,Kristianstad,527,Större stad,21,2,2648,448292,6212635,6407.383526,1171135.674,125.82101598173517,687.6999999999997,43.3,102.0,192.02500000000006,305.71499999999975,96.52876376107295
1290B5010,236,1290,Kristianstad,919,Större stad,21,2,1712,445761,6217713,15104.83463,10903310.03,204.23220319634703,826.1999999999995,72.1,166.65,308.825,490.80999999999966,153.166578010405
1290A0080,237,1290,Kristianstad,1430,Större stad,21,2,2248,448292,6212635,113757.3382,201231081.9,300.878607305936,1057.2999999999993,109.20000000000002,245.85000000000005,456.8999999999999,716.2049999999994,219.2914590571503
1290A0090,238,1290,Kristianstad,1130,Större stad,21,2,1855,445761,6217713,85959.98875,111778981.6,242.4505936073059,881.5999999999996,88.9,198.7,369.9,570.7999999999997,176.74175735487287
1290A0100,239,1290,Kristianstad,620,Större stad,21,2,1009,445761,6217713,73169.58231,99550977.74,146.2275114155251,930.5999999999996,49.9,122.4,223.52500000000003,349.4299999999996,110.56195848470674
1273C1010,240,1273,Osby,867,Pendlingskommun nära mindre tätort,33,5,1567,419121,6239024,13945.84022,10563103.88,261.85090182648395,899.7999999999994,104.20000000000002,210.20000000000005,400.92499999999995,607.2999999999996,183.7769948041849
1273A0020,241,1273,Osby,816,Pendlingskommun nära mindre tätort,33,5,1208,419121,6239024,129973.6792,230726001.6,248.57066210045656,868.0999999999995,97.875,197.55,378.675,578.0049999999995,175.19166212835796
1273A0010,242,1273,Osby,619,Pendlingskommun nära mindre tätort,33,5,864,456053,6226593,112625.8224,225557978.6,186.59964611872144,748.7999999999994,72.775,147.0,283.1,441.7149999999997,134.39585732166245
1273C1020,243,1273,Osby,768,Pendlingskommun nära mindre tätort,33,5,1495,419121,6239024,9976.262769,3949359.464,239.17819634703193,836.0999999999995,94.175,193.20000000000002,366.7,552.1999999999998,168.34544080162024
1273C1030,244,1273,Osby,645,Pendlingskommun nära mindre tätort,33,5,1465,419121,6239024,10724.63278,6267413.738,205.64692922374428,691.4999999999999,79.6,166.9,313.025,477.5999999999998,145.72319199642067
1273C1040,245,1273,Osby,747,Pendlingskommun nära mindre tätort,33,5,1711,419121,6239024,10950.36387,4995620.434,245.8974771689497,912.7,96.3,200.50000000000003,372.9249999999999,569.2249999999993,173.4049501891847
1273C1050,246,1273,Osby,758,Pendlingskommun nära mindre tätort,33,5,1659,419121,6239024,10887.88547,3970308.61,255.05428082191776,953.0999999999996,101.1,211.40000000000003,386.65,579.2049999999996,176.17832792628565
1273B2010,247,1273,Osby,976,Pendlingskommun nära mindre tätort,33,5,1958,456053,6226593,13302.24872,10636289.82,313.7412214611872,1168.2999999999993,125.07499999999999,255.4500000000001,474.8999999999998,717.0049999999993,216.9985585614189
1273A0030,248,1273,Osby,753,Pendlingskommun nära mindre tätort,33,5,1311,419121,6239024,67173.83272,104624503.8,246.9504337899543,907.1999999999996,97.2,202.1,377.4,563.1099999999997,173.11037343377586
1278C1010,249,1278,Båstad,1094,Landsbygdskommun med besöksnäring,28,9,2068,363373,6251148,21533.51202,14851119.91,275.2604566210045,818.4999999999995,105.1,217.45000000000005,421.8499999999999,652.7049999999996,198.39264132119433
1278C1030,250,1278,Båstad,1634,Landsbygdskommun med besöksnäring,28,9,3054,363373,6251148,23979.68139,18077359.54,437.17324200913225,1322.2999999999995,173.95000000000002,355.4,665.6999999999996,1009.804999999999,305.3683834698799
1278A0020,251,1278,Båstad,1244,Landsbygdskommun med besöksnäring,28,9,2001,363373,6251148,49762.14931,78090990.68,321.96004566210036,1057.1999999999994,121.775,255.75000000000006,499.9999999999998,754.3999999999995,230.26363334687252
1278B2020,252,1278,Båstad,524,Landsbygdskommun med besöksnäring,28,9,1064,363373,6251148,9567.530247,3577096.948,130.9655821917808,474.6999999999999,50.4,102.0,199.40000000000003,318.01499999999976,96.64438860210055
1278B2010,253,1278,Båstad,723,Landsbygdskommun med besöksnäring,28,9,1497,363373,6251148,13483.05089,6192551.429,184.15426940639267,713.0999999999999,71.3,145.25000000000003,282.425,436.40499999999986,133.56827131894357
1278B2030,254,1278,Båstad,621,Landsbygdskommun med besöksnäring,28,9,1164,363373,6251148,16432.37582,12525966.6,160.88097031963468,586.8999999999999,61.4,126.0,249.50000000000003,378.0999999999998,117.50916683470936
1278A0010,255,1278,Båstad,1106,Landsbygdskommun med besöksnäring,28,9,1673,363373,6251148,84967.91152,98172776.9,289.4981849315068,981.8999999999992,110.975,230.30000000000007,440.9499999999999,682.4099999999994,207.9912439923349
1278C1020,256,1278,Båstad,1052,Landsbygdskommun med besöksnäring,28,9,2167,363373,6251148,9529.721405,3314767.867,272.06618721461183,947.8999999999996,103.07500000000002,214.70000000000005,414.64999999999986,648.1149999999994,197.58230237368394
1278B3010,257,1278,Båstad,696,Landsbygdskommun med besöksnäring,28,9,1136,363373,6251148,29192.58552,36197636.94,202.32713470319635,812.9999999999995,77.0,167.4,308.29999999999995,468.8099999999997,144.15322073826775
1281C1230,258,1281,Lund,750,Större stad,21,2,2044,387433,6173395,3528.660415,688925.1712,155.76027397260273,699.8999999999996,53.9,123.20000000000002,239.30000000000004,386.3149999999996,119.96149472388186
1281C1270,259,1281,Lund,519,Större stad,21,2,1801,385209,6175299,2268.13264,279823.8081,102.44618721461187,494.1,36.3,79.80000000000001,155.52500000000003,258.20000000000005,79.90161653128447
1281C1250,260,1281,Lund,447,Större stad,21,2,1802,385209,6175299,2246.639472,249194.0612,93.66477168949773,497.4999999999999,32.4,72.4,144.15000000000003,233.71999999999974,74.18403620917665
1281C1040,261,1281,Lund,317,Större stad,21,2,1369,387433,6173395,1693.060692,96265.79845,86.29093607305936,591.6999999999999,25.3,68.19999999999999,130.60000000000002,232.2,73.72340055889543
1281C1050,262,1281,Lund,561,Större stad,21,2,1637,385209,6175299,1708.542133,150057.7343,132.4585844748858,678.3,43.4,108.35,203.32500000000005,321.60499999999996,102.77815111856734
1281C1010,263,1281,Lund,576,Större stad,21,2,1795,387433,6173395,5763.22653,1062786.783,111.86414383561646,461.9999999999998,39.8,87.0,168.925,281.30999999999995,87.12837993035681
1281C1060,264,1281,Lund,604,Större stad,21,2,1882,387433,6173395,2942.702211,526542.0224,134.28680365296802,692.5999999999998,46.8,108.5,206.90000000000003,325.19999999999993,102.86950359783462
1281C1180,265,1281,Lund,406,Större stad,21,2,1770,387433,6173395,2700.50921,199628.5514,104.09165525114156,560.7999999999998,32.3,84.1,159.1,262.805,84.72467184597723
1281C1190,266,1281,Lund,638,Större stad,21,2,1718,387433,6173395,3506.835864,710295.7292,149.1981392694064,746.7999999999997,50.6,122.8,228.72500000000002,360.90999999999985,112.56965802230077
1281A0010,267,1281,Lund,573,Större stad,21,2,841,397472,6166735,75150.09675,92676167.74,119.65625570776257,531.3,42.5,94.0,184.8,293.6099999999999,92.27320956523226
