,Unnamed: 0,Kommun,Kommunnamn,Antal Bilar,Kommungrupp 2023,Travel (km),Travel +-,Boende totalt Antal,E,N,geom_Length,geom_Area,mean,max,25%,50%,75%,95%,std
1292C1150,24,1292,Ängelholm,1213,Pendlingskommun nära större stad,25,3,2317,363373,6251148,10619.38703,4335909.873,278.08063926940633,912.3999999999996,102.3,218.15000000000003,427.29999999999984,666.4049999999995,204.20011682297584
1292C1130,25,1292,Ängelholm,852,Pendlingskommun nära större stad,25,3,1582,370107,6235579,12533.09858,6307346.679,231.29739726027395,1121.1,83.7,193.95000000000005,350.875,541.7099999999998,167.74769641298138
1292C1140,26,1292,Ängelholm,1115,Pendlingskommun nära större stad,25,3,1994,370107,6235579,20394.90274,10827585.92,263.54800228310495,875.3999999999994,98.275,211.20000000000002,403.79999999999995,623.8999999999996,191.18318082848577
1292B3010,27,1292,Ängelholm,555,Pendlingskommun nära större stad,25,3,1043,370107,6235579,10899.22495,5627930.396,147.14061643835618,681.8999999999999,53.3,119.8,225.62500000000003,351.00499999999994,109.1987316523522
1292A0040,28,1292,Ängelholm,1195,Pendlingskommun nära större stad,25,3,1805,370107,6235579,77389.00945,83920247.62,279.86672374429213,991.9999999999994,102.1,223.60000000000002,426.8249999999998,670.4999999999995,205.58630942588465
1292B3020,29,1292,Ängelholm,570,Pendlingskommun nära större stad,25,3,941,363373,6251148,14177.03153,11318671.75,136.64148401826486,527.4999999999998,49.9,107.80000000000001,213.625,330.40999999999985,102.9415655222474
1292A0030,30,1292,Ängelholm,1515,Pendlingskommun nära större stad,25,3,2341,386632,6241761,75983.08729,164885951.7,346.47529680365284,1137.0999999999997,128.20000000000002,273.30000000000007,536.0999999999997,819.2049999999992,251.9797705783313
1292C1030,31,1292,Ängelholm,807,Pendlingskommun nära större stad,25,3,2126,370107,6235579,2292.380435,318973.5964,187.35779680365295,665.4999999999997,68.6,149.0,286.9,451.1099999999998,138.89742296098765
1292C1070,32,1292,Ängelholm,728,Pendlingskommun nära större stad,25,3,1770,370107,6235579,2634.079013,266019.0324,178.43583333333336,700.8999999999999,64.8,142.0,274.75000000000006,426.1999999999998,132.94671580480326
1292B4010,33,1292,Ängelholm,784,Pendlingskommun nära större stad,25,3,1486,359885,6226823,12774.70585,8185387.039,183.68445205479452,679.3999999999995,68.3,144.60000000000002,279.325,443.5049999999998,137.10962512785994
1293A0030,34,1293,Hässleholm,955,Lågpendlingskommun nära större stad,31,6,1499,434578,6220850,83858.78344,118562815.9,275.44890410958897,905.5999999999996,107.20000000000002,221.14999999999998,420.29999999999984,644.9999999999997,195.23705533515465
1293A0060,35,1293,Hässleholm,813,Lågpendlingskommun nära större stad,31,6,1297,424130,6226656,72334.92,100478356.1,244.54285388127846,856.9999999999999,95.9,199.90000000000003,373.7750000000001,559.2999999999996,171.25411486724164
1293B7010,36,1293,Hässleholm,869,Lågpendlingskommun nära större stad,31,6,1819,419121,6239024,12780.41344,10828804.09,256.3964840182648,930.7999999999996,100.6,207.3,391.725,595.5099999999996,181.20004475109766
1293B4010,37,1293,Hässleholm,669,Lågpendlingskommun nära större stad,31,6,1376,419121,6239024,13631.80483,7880684.796,188.08535388127854,709.2999999999997,72.6,148.2,287.65,443.8999999999998,136.0156366431864
1293A0050,38,1293,Hässleholm,888,Lågpendlingskommun nära större stad,31,6,1263,424130,6226656,64854.64398,78902017.2,283.03356164383564,1036.4,110.475,238.10000000000002,429.25,639.8099999999994,195.8633249923263
1293A0040,39,1293,Hässleholm,846,Lågpendlingskommun nära större stad,31,6,1369,415506,6226559,83759.97024,180278967.9,238.54119863013696,827.5999999999993,93.2,188.10000000000002,365.5,564.1049999999998,171.55488000544764
1293B4020,40,1293,Hässleholm,844,Lågpendlingskommun nära större stad,31,6,1583,419121,6239024,15921.85948,7878433.721,238.32381278538807,797.0999999999997,92.95,188.35000000000002,367.32499999999993,564.6149999999994,171.664969551312
1293A0070,41,1293,Hässleholm,631,Lågpendlingskommun nära större stad,31,6,905,419121,6239024,67798.83077,113163904.9,177.7998287671233,661.5999999999999,67.3,141.55,273.85,421.1099999999998,128.59282944136515
1293B6010,42,1293,Hässleholm,893,Lågpendlingskommun nära större stad,31,6,1855,419121,6239024,17477.23551,14271834.95,252.50431506849313,819.1999999999995,100.0,203.00000000000003,386.825,586.4349999999991,178.78225683093544
1293A0080,43,1293,Hässleholm,851,Lågpendlingskommun nära större stad,31,6,1218,404987,6247646,103678.503,219266346.9,236.57378995433785,801.9999999999995,91.20000000000002,185.5,362.0999999999999,560.1999999999997,169.99783866720534
1293B5010,44,1293,Hässleholm,826,Lågpendlingskommun nära större stad,31,6,1904,418693,6205881,11519.67498,7941293.593,237.39215753424654,796.2999999999995,90.7,188.7,364.32499999999993,564.0049999999995,172.50778755765006
1293B3020,45,1293,Hässleholm,1059,Lågpendlingskommun nära större stad,31,6,1977,434578,6220850,5399.730106,1317176.315,304.06930365296796,1017.2999999999996,117.17500000000004,244.30000000000004,461.5499999999998,715.0049999999995,217.20489015725684
1293B3010,46,1293,Hässleholm,638,Lågpendlingskommun nära större stad,31,6,1127,434578,6220850,19117.16387,9427232.999,193.6950684931507,717.1999999999998,75.30000000000001,158.10000000000002,295.5,447.5149999999998,137.08472513852274
1293A0010,47,1293,Hässleholm,991,Lågpendlingskommun nära större stad,31,6,1555,418693,6205881,86098.48096,169559367.9,286.7834817351598,975.7999999999994,109.50000000000003,230.6,442.3999999999999,667.6999999999996,204.33972809431347
1293B3030,48,1293,Hässleholm,545,Lågpendlingskommun nära större stad,31,6,1182,434578,6220850,10630.11381,4736684.324,163.14594748858448,718.0999999999998,61.7,131.3,249.62500000000006,384.0999999999999,118.57603492472526
1293B8010,49,1293,Hässleholm,633,Lågpendlingskommun nära större stad,31,6,1166,424130,6226656,9960.822656,6706767.123,183.5003082191781,668.0999999999999,72.175,147.0,279.42499999999995,431.19999999999976,130.8508328855924
1293C1020,50,1293,Hässleholm,701,Lågpendlingskommun nära större stad,31,6,1453,424130,6226656,3630.794508,763748.5992,203.9028424657534,764.8999999999997,77.4,161.85000000000002,312.22499999999997,478.20499999999987,146.47123697353481
1293C1010,51,1293,Hässleholm,921,Lågpendlingskommun nära större stad,31,6,1986,424130,6226656,7140.349967,2587427.51,261.46812785388124,821.6999999999997,101.5,209.8,400.79999999999984,608.8249999999992,186.1816503583607
1293C1030,52,1293,Hässleholm,503,Lågpendlingskommun nära större stad,31,6,1226,424130,6226656,2813.309541,411161.7193,146.22503424657535,525.4999999999995,54.7,116.45000000000002,226.22500000000005,345.8999999999999,107.13201304985915
1293C1050,53,1293,Hässleholm,720,Lågpendlingskommun nära större stad,31,6,2078,424130,6226656,2023.343965,210811.9218,203.73351598173514,682.9999999999997,79.5,161.1,311.1,481.10499999999985,146.07656562716002
1293C1060,54,1293,Hässleholm,586,Lågpendlingskommun nära större stad,31,6,1540,424130,6226656,1995.034892,256926.0966,168.20534246575343,741.6999999999998,65.19999999999999,133.9,256.40000000000003,397.90499999999986,121.73006888682916
1293C1040,55,1293,Hässleholm,624,Lågpendlingskommun nära större stad,31,6,1897,424130,6226656,5760.012121,1235899.404,177.30859589041097,714.6999999999997,68.3,141.60000000000002,270.3,417.8999999999999,127.71843225796482
1293B2010,56,1293,Hässleholm,673,Lågpendlingskommun nära större stad,31,6,1518,415506,6226559,8759.564862,3887082.342,205.36220319634702,802.8999999999997,78.9,167.50000000000003,313.025,473.9999999999999,145.40637464171138
1293C1090,57,1293,Hässleholm,925,Lågpendlingskommun nära större stad,31,6,1885,424130,6226656,5670.087016,1165507.184,264.99353881278535,859.4999999999995,100.57499999999999,210.90000000000003,407.7249999999999,626.1149999999993,190.95232269216854
1293B2020,58,1293,Hässleholm,887,Lågpendlingskommun nära större stad,31,6,1703,415506,6226559,9248.66542,4525803.843,251.14594748858443,890.1999999999996,97.7,198.35000000000002,384.3999999999999,587.4999999999995,178.76930674581712
1293C1110,59,1293,Hässleholm,687,Lågpendlingskommun nära större stad,31,6,1494,424130,6226656,4744.549475,1062553.716,204.18371004566208,786.9999999999997,78.7,163.70000000000002,311.625,478.0049999999998,147.4962127205874
1293C1100,60,1293,Hässleholm,600,Lågpendlingskommun nära större stad,31,6,1699,424130,6226656,5278.621212,1288908.932,185.01463470319635,740.2999999999998,68.9,151.70000000000002,282.32500000000005,436.3999999999999,134.40602693253126
1293B2030,61,1293,Hässleholm,822,Lågpendlingskommun nära större stad,31,6,1634,415506,6226559,10683.17614,4695864.135,237.57097031963465,828.3999999999994,92.60000000000002,191.85000000000002,360.42499999999995,555.8999999999996,169.1083088966562
1293C1130,62,1293,Hässleholm,841,Lågpendlingskommun nära större stad,31,6,1653,424130,6226656,8074.879582,2172592.145,235.75439497716891,820.2999999999997,90.6,186.10000000000002,360.6999999999999,556.1999999999996,169.4158982290587
1293C1120,63,1293,Hässleholm,928,Lågpendlingskommun nära större stad,31,6,2239,424130,6226656,16663.63832,6304617.336,264.2966438356164,866.6999999999995,101.4,211.20000000000005,404.8999999999999,622.5999999999996,189.97775008115187
1293C1070,64,1293,Hässleholm,1181,Lågpendlingskommun nära större stad,31,6,2191,415506,6226559,22349.04856,17429678.68,326.77777397260263,1033.999999999999,125.87500000000001,257.5,504.1249999999998,768.7049999999994,234.34236888058086
1293C1080,65,1293,Hässleholm,791,Lågpendlingskommun nära större stad,31,6,1460,424130,6226656,24762.20873,14420274.5,228.3821232876712,792.1999999999998,87.30000000000001,182.75,347.8999999999999,538.9049999999995,163.85457238225143
1293A0020,66,1293,Hässleholm,1057,Lågpendlingskommun nära större stad,31,6,1618,415506,6226559,96310.16251,199249262.3,298.7477168949771,1098.9999999999995,118.00000000000003,234.40000000000003,453.52499999999986,702.5049999999995,211.78971994074962
1284C1060,67,1284,Höganäs,986,Pendlingskommun nära större stad,25,3,2375,350848,6229734,10286.15148,4364460.001,240.76130136986296,874.4999999999997,90.2,194.2,369.92499999999995,563.7049999999995,173.8427687659644
1284C1070,68,1284,Höganäs,1036,Pendlingskommun nära större stad,25,3,2222,350848,6229734,13805.27513,6291504.313,244.62450913242006,1036.5999999999997,92.70000000000002,196.40000000000003,374.8,577.7999999999998,177.31761907639827
1284C1080,69,1284,Höganäs,766,Pendlingskommun nära större stad,25,3,1969,350848,6229734,2977.526775,501038.1765,180.03624429223746,765.7999999999996,67.8,141.20000000000002,274.70000000000005,432.79999999999984,134.0324176486999
1284C1090,70,1284,Höganäs,913,Pendlingskommun nära större stad,25,3,2078,350848,6229734,6449.478215,1733130.846,208.3560616438356,722.8999999999995,76.10000000000001,162.50000000000003,317.94999999999993,509.3999999999997,155.94273205141158
1284C1110,71,1284,Höganäs,728,Pendlingskommun nära större stad,25,3,1410,350848,6229734,11258.8781,6598226.036,174.12667808219177,683.4999999999998,64.3,136.90000000000003,265.82500000000005,422.0049999999998,130.09171570193263
1284C1100,72,1284,Höganäs,893,Pendlingskommun nära större stad,25,3,1913,350848,6229734,13799.53449,7473424.956,211.22263698630135,828.8999999999997,78.30000000000001,167.70000000000005,321.29999999999995,510.3049999999997,155.98530573308798
1284B2010,73,1284,Höganäs,526,Pendlingskommun nära större stad,25,3,1006,350848,6229734,7965.24823,2850033.235,125.56534246575345,516.3000000000001,46.7,98.35,190.60000000000002,305.8,95.00098204525008
1284A0010,74,1284,Höganäs,1066,Pendlingskommun nära större stad,25,3,1687,350848,6229734,54334.19502,52617118.59,247.68767123287665,843.3999999999995,92.8,197.10000000000005,379.625,591.8149999999996,181.64628168068293
1284C1120,75,1284,Höganäs,1041,Pendlingskommun nära större stad,25,3,1910,350848,6229734,11312.64396,7583939.651,246.48972602739727,881.9999999999998,90.6,198.1,375.1499999999999,591.0049999999997,180.78941360495247
1284A0030,76,1284,Höganäs,522,Pendlingskommun nära större stad,25,3,761,350848,6229734,21983.38814,25802575.54,136.24304794520552,697.4000000000001,49.5,111.0,206.5,330.5999999999999,102.61195338879696
1284B2020,77,1284,Höganäs,800,Pendlingskommun nära större stad,25,3,1322,350848,6229734,14486.83208,7182515.764,191.30141552511415,741.3999999999999,69.1,152.10000000000002,292.825,460.5049999999997,142.33952033922014
1284A0020,78,1284,Höganäs,953,Pendlingskommun nära större stad,25,3,1510,350848,6229734,44375.40854,52411493.9,230.09686073059356,955.7999999999996,83.875,185.8,351.65000000000003,543.4199999999996,167.458385007751
1284C1010,79,1284,Höganäs,663,Pendlingskommun nära större stad,25,3,1274,350848,6229734,7726.768028,2574671.399,156.4434474885845,735.3999999999999,57.8,122.05,239.4250000000001,379.4,116.79730751520005
1284C1020,80,1284,Höganäs,1135,Pendlingskommun nära större stad,25,3,2454,350848,6229734,7608.66501,2855056.961,265.9221689497716,917.8999999999996,101.4,210.85000000000002,408.9749999999999,630.4999999999997,192.54667564265455
1284C1030,81,1284,Höganäs,752,Pendlingskommun nära större stad,25,3,1416,350848,6229734,8141.007748,3756679.627,194.62736301369858,810.6999999999999,71.4,159.05,296.4,461.80999999999983,142.57224468277778
1284C1040,82,1284,Höganäs,562,Pendlingskommun nära större stad,25,3,1150,350848,6229734,5454.981278,1305308.08,153.01113013698634,722.0,53.8,126.90000000000002,233.925,363.52499999999964,113.85476466741024
1284C1050,83,1284,Höganäs,809,Pendlingskommun nära större stad,25,3,1646,350848,6229734,5335.929902,1252212.368,209.35385844748856,831.0999999999998,76.775,172.60000000000002,319.22499999999997,493.0999999999995,152.81030986623213
1276B3010,84,1276,Klippan,1166,Pendlingskommun nära större stad,25,3,1999,385246,6220091,17428.14452,12344716.97,290.82180365296796,1159.7999999999995,109.4,237.6,443.1249999999999,677.9049999999996,208.64304621705057
1276A0030,85,1276,Klippan,911,Pendlingskommun nära större stad,25,3,1414,385246,6220091,91884.8063,118003621.4,232.65659817351596,1079.5999999999997,87.0,189.40000000000003,353.025,546.9049999999997,168.37944147730036
1276B2010,86,1276,Klippan,1299,Pendlingskommun nära större stad,25,3,2341,385246,6220091,15294.16233,13294869.61,321.5380707762556,1035.4999999999995,123.775,260.3,490.2249999999998,756.5049999999995,229.15801186673903
1276A0020,87,1276,Klippan,628,Pendlingskommun nära större stad,25,3,961,385246,6220091,38605.07529,46547358.97,212.20803652968036,936.8,76.375,188.64999999999998,316.025,489.30000000000007,152.93942143198908
1276A0010,88,1276,Klippan,1121,Pendlingskommun nära större stad,25,3,1663,399357,6222747,81540.81118,171131371.4,286.8285958904109,981.4999999999998,110.3,236.60000000000005,434.39999999999986,666.1049999999994,204.7228105831107
1276C1010,89,1276,Klippan,1199,Pendlingskommun nära större stad,25,3,2607,385246,6220091,12223.76101,6127003.168,299.39295662100443,1096.0999999999997,112.47500000000001,244.7,454.0,702.2099999999995,213.75386039619536
1276C1050,90,1276,Klippan,629,Pendlingskommun nära större stad,25,3,1520,385246,6220091,12529.77555,3486662.649,176.20372146118723,737.5999999999999,61.2,147.85000000000002,268.29999999999995,417.805,130.6930505694169
1276C1020,91,1276,Klippan,969,Pendlingskommun nära större stad,25,3,2113,385246,6220091,8624.080161,3541966.317,236.36068493150682,890.6999999999995,88.4,192.30000000000004,360.025,552.9049999999997,171.17950873429294
1276C1030,92,1276,Klippan,884,Pendlingskommun nära större stad,25,3,1721,385246,6220091,4732.565502,1063412.138,220.37157534246572,916.0999999999996,82.10000000000001,179.65,333.92499999999995,519.0,159.95628482977145
1276C1040,93,1276,Klippan,926,Pendlingskommun nära större stad,25,3,1526,385246,6220091,10388.52188,5528911.558,229.72573059360727,850.8999999999995,85.4,187.05,350.6999999999999,544.2049999999996,166.74392811639623
1272A0010,94,1272,Bromölla,864,Pendlingskommun nära större stad,25,3,1369,468633,6214465,113377.2214,138313380.4,214.32147260273968,794.8999999999997,80.475,174.15000000000003,330.6,499.6049999999996,154.4877545638995
1272B3010,95,1272,Bromölla,828,Pendlingskommun nära större stad,25,3,1311,467296,6211062,23404.34637,22797781.92,220.62889269406392,912.1999999999996,82.275,185.5,336.875,511.40499999999986,157.86259114924678
1272C1010,96,1272,Bromölla,1277,Pendlingskommun nära större stad,25,3,2664,468633,6214465,20305.96414,11942954.76,324.88913242009124,1129.5999999999992,123.70000000000002,269.75,495.1999999999998,753.1049999999996,230.5362852421872
1272C1020,97,1272,Bromölla,1157,Pendlingskommun nära större stad,25,3,2467,468633,6214465,9433.768815,2649666.793,287.5038356164383,1031.4999999999995,107.775,233.20000000000005,443.325,674.3999999999996,207.09524663663035
1272C1030,98,1272,Bromölla,906,Pendlingskommun nära större stad,25,3,1800,468633,6214465,8466.567327,3196492.047,230.94649543378992,876.3999999999996,87.0,190.05,352.4,533.9999999999997,164.85017455061228
1272C1040,99,1272,Bromölla,842,Pendlingskommun nära större stad,25,3,1646,468633,6214465,10237.39474,5036947.318,216.65861872146118,888.2999999999997,81.275,178.50000000000006,334.42499999999984,504.30999999999966,156.16245894837445
1272B2010,100,1272,Bromölla,771,Pendlingskommun nära större stad,25,3,1376,468633,6214465,14677.14592,11986134.92,200.41906392694062,846.7999999999998,73.475,163.70000000000002,304.85,473.1999999999997,146.34114897121518
1283A0040,101,1283,Helsingborg,707,Större stad,21,2,1178,359885,6226823,54883.59333,53080337.23,160.52702054794523,675.6999999999998,54.3,133.40000000000003,247.10000000000005,383.70499999999987,120.91411506176996
1283C1460,102,1283,Helsingborg,577,Större stad,21,2,1889,357269,6213746,1307.501325,86694.8941,136.22041095890413,688.0999999999998,43.7,109.10000000000002,210.32500000000005,332.73999999999944,106.15223520810018
1283C1440,103,1283,Helsingborg,652,Större stad,21,2,1790,357269,6213746,2012.849825,176679.5685,152.2074771689498,686.0999999999998,52.9,123.8,231.50000000000003,369.73499999999956,115.5413467687413
1283C1180,104,1283,Helsingborg,766,Större stad,21,2,1574,358942,6209795,3833.159725,626764.2785,173.3413127853881,687.8999999999999,60.8,144.5,261.80000000000007,413.00999999999993,128.74803976725025
1283C1390,105,1283,Helsingborg,617,Större stad,21,2,1682,357269,6213746,2852.899677,334059.7288,144.00628995433792,731.1,47.4,116.4,221.7,349.3049999999999,111.25982265987163
1283C1380,106,1283,Helsingborg,644,Större stad,21,2,2008,357269,6213746,3047.066246,370088.2437,148.90440639269409,631.4,51.075,122.5,226.10000000000005,357.41999999999973,111.84855504604424
1283C1450,107,1283,Helsingborg,490,Större stad,21,2,1733,357269,6213746,5192.581356,1038255.842,119.9092465753425,601.3999999999999,39.775,97.9,183.625,295.30999999999995,93.84804940731335
1283C1510,108,1283,Helsingborg,696,Större stad,21,2,2082,357269,6213746,1911.681476,211556.6161,159.4633675799087,743.1999999999998,54.6,131.3,243.20000000000007,379.19999999999993,119.12493149674883
1283C1230,109,1283,Helsingborg,396,Större stad,21,2,1963,357269,6213746,1747.656537,106076.0624,120.1036415525114,607.0,35.9,100.9,177.72500000000002,308.6,97.98848074142616
1283C1240,110,1283,Helsingborg,417,Större stad,21,2,1864,356328,6212211,1675.832592,133154.6794,105.953801369863,612.7,32.7,86.3,162.32500000000002,267.305,86.16199072882394
1283C1410,111,1283,Helsingborg,784,Större stad,21,2,1971,357269,6213746,2061.060151,238802.7581,175.96155251141553,817.3999999999999,61.9,145.40000000000003,270.25,418.20499999999987,129.7116865827153
1283C1370,112,1283,Helsingborg,668,Större stad,21,2,1970,357269,6213746,5714.210008,1057021.5,154.93254566210047,774.6,53.9,128.4,236.30000000000004,373.90499999999986,116.21450786476721
1283C1500,113,1283,Helsingborg,627,Större stad,21,2,1993,357269,6213746,3571.033762,351962.4892,146.7203767123288,733.1999999999996,50.150000000000006,122.5,222.875,355.01499999999976,111.41187001635322
1283C1490,114,1283,Helsingborg,693,Större stad,21,2,2231,357269,6213746,5660.00675,1244108.988,161.347100456621,709.1999999999998,54.6,130.60000000000002,249.32500000000005,389.4049999999999,122.8817320217257
1283C1610,115,1283,Helsingborg,1062,Större stad,21,2,2616,357269,6213746,7656.244949,2927831.395,230.20511415525112,883.0999999999997,85.0,188.0,349.42499999999995,546.3049999999996,168.23813671784887
1283B2010,116,1283,Helsingborg,905,Större stad,21,2,1927,358942,6209795,5939.762108,1752059.361,200.22673515981734,776.6999999999999,71.875,163.35000000000002,307.225,477.10499999999973,147.97974656402434
1283C1310,117,1283,Helsingborg,522,Större stad,21,2,1720,357269,6213746,1613.295159,119885.0588,126.8864383561644,631.5,40.3,102.45,192.9,311.7349999999995,99.17088033278577
1283C1300,118,1283,Helsingborg,837,Större stad,21,2,1901,357269,6213746,3606.470215,589716.3964,186.8937785388128,849.9999999999997,65.69999999999999,152.60000000000002,288.6,440.3999999999999,138.4518460725303
1283C1640,119,1283,Helsingborg,776,Större stad,21,2,1955,357269,6213746,6453.416774,2100336.946,173.77486301369865,798.0,60.8,144.25000000000003,268.6,410.90499999999975,128.84715238351848
1283C1420,120,1283,Helsingborg,566,Större stad,21,2,1412,357269,6213746,1985.325946,136998.763,129.77406392694067,664.2,43.4,105.5,200.02500000000006,313.40999999999985,99.99005687941494
1283C1430,121,1283,Helsingborg,737,Större stad,21,2,1820,357269,6213746,1487.201874,112167.7208,182.82220319634706,787.2999999999997,63.275,155.70000000000002,278.30000000000007,430.41499999999985,135.48970650047647
1283B5010,122,1283,Helsingborg,567,Större stad,21,2,941,358942,6209795,12460.30799,7918477.194,136.5243493150685,590.2999999999998,46.4,110.9,208.45000000000002,332.7,105.09915707745452
1283B2020,123,1283,Helsingborg,1259,Större stad,21,2,2885,358942,6209795,8893.297403,2629499.131,268.4684931506849,940.5999999999996,98.1,222.10000000000002,408.79999999999995,631.2049999999995,194.25613890842382
1283B2030,124,1283,Helsingborg,834,Större stad,21,2,1759,358942,6209795,8758.001239,3608118.631,166.67961187214613,746.1999999999996,60.7,130.85000000000002,254.80000000000007,407.3999999999999,125.83359846951899
1283C1170,125,1283,Helsingborg,769,Större stad,21,2,1639,358942,6209795,4417.878651,798165.2171,175.3229680365297,706.6999999999995,62.1,144.15,267.725,416.5049999999997,130.19026818379024
1283C1010,126,1283,Helsingborg,772,Större stad,21,2,1512,358942,6209795,8352.351113,4208478.721,175.7765296803653,706.9999999999995,61.2,144.95000000000002,270.50000000000006,419.70499999999976,130.84090467149576
1283C1020,127,1283,Helsingborg,778,Större stad,21,2,1723,358942,6209795,10924.20409,5597279.406,152.7297602739726,638.2999999999998,54.1,119.5,235.2,375.2099999999998,116.50949052651788
1283C1530,128,1283,Helsingborg,930,Större stad,21,2,2594,357269,6213746,2934.43337,377601.3243,204.23211187214613,881.4999999999998,72.69999999999999,165.55,312.625,486.61499999999967,151.2373788242078
