,mean,max,25%,50%,75%,95%,std
1283C1060,124.22450913242008,666.5999999999999,40.3,99.5,191.425,304.50499999999994,97.11071712841645
1283C1080,171.47396118721463,763.8999999999999,59.3,141.85000000000002,265.6,408.10999999999984,127.54879490042634
1283C1090,132.06632420091324,743.9999999999995,43.475,107.6,203.125,323.9049999999999,102.29995633906987
1283C1110,178.3113698630137,736.7999999999996,61.9,145.8,269.625,428.81499999999977,133.18670536878602
1283C1100,150.52488584474884,557.5999999999999,54.1,116.60000000000002,231.20000000000005,370.8,114.78934410137667
1283C1150,153.7591095890411,634.7999999999998,54.3,126.25,235.30000000000004,367.5999999999999,114.80455928803795
1283C1120,153.55438356164382,577.9999999999998,54.6,122.4,236.5250000000001,374.5,116.10870840339621
1283C1130,135.2577397260274,721.3999999999999,42.5,112.4,204.50000000000009,343.79999999999984,108.14411097187804
1283C1190,179.34893835616435,671.6999999999998,62.2,144.75,276.0,428.62499999999955,133.27068857981823
1283C1210,123.46149543378998,557.2999999999998,43.6,94.85,188.6,303.70999999999987,95.28974054237288
1283C1200,162.82378995433788,803.9999999999999,54.6,137.9,246.50000000000003,392.23499999999956,123.25625046690868
1283C1160,202.74078767123285,743.1999999999999,73.4,168.15000000000003,310.125,476.1999999999998,147.89719270206677
1283C1140,215.59398401826482,978.7999999999996,76.675,177.5,332.44999999999993,512.3049999999997,158.6294582074336
1283C1340,135.5974086757991,708.5999999999999,43.9,112.70000000000002,205.32500000000002,331.0999999999999,104.01373093157376
1283C1250,121.37012557077627,609.1,39.7,97.6,185.00000000000003,306.5,96.21215213290704
1283C1280,99.051198630137,530.4000000000001,29.200000000000003,76.3,150.2,258.2049999999999,84.04635318479963
1283C1270,132.53308219178084,661.6999999999998,47.0,104.7,202.82500000000005,327.79999999999995,101.85185364297719
1283C1290,109.7023287671233,500.0999999999999,36.3,86.6,170.3,272.6,86.48823513000355
1283C1260,130.24399543378996,559.2,46.9,102.0,199.1,320.8049999999999,99.44951822282914
1283C1330,102.24779680365297,527.5,32.8,83.05,155.90000000000003,254.61999999999975,81.64111542034566
1283C1220,262.6494634703196,915.8999999999996,94.3,213.2,403.625,627.7999999999995,193.92989575684044
1283C1320,172.86526255707759,697.8,61.175000000000004,142.05,265.20000000000005,408.9,128.55083144167097
1283C1360,185.20678082191782,795.3999999999999,64.8,152.20000000000002,282.70000000000005,436.20499999999987,136.70432840741546
1283C1350,131.60382420091324,629.9999999999998,43.3,108.2,200.60000000000002,323.4,101.94553856216986
1283C1400,169.09288812785388,708.2999999999996,60.7,136.70000000000002,258.025,409.80499999999995,127.63281394024999
1283C1480,179.5819406392694,825.1999999999999,62.0,148.3,276.225,428.7049999999998,133.90185760187447
1283C1470,136.86168949771692,602.2999999999998,46.3,111.35,209.52500000000003,332.60499999999996,105.30584637763556
1283C1520,185.1610388127854,755.0999999999997,65.6,147.70000000000002,283.9,450.7149999999996,139.81414184111617
1283C1540,100.17166666666667,674.3999999999999,32.0,76.6,155.8,254.51999999999978,82.5593845214556
1283C1550,102.03541095890411,537.3999999999999,32.0,79.75,154.8,267.4149999999998,85.38132304472796
1283B3010,224.65740867579905,936.3999999999992,82.125,182.35000000000002,344.79999999999995,532.2999999999997,164.97031459262382
1283C1570,138.30527397260275,657.7999999999997,46.8,112.6,214.1,330.8,106.01605022970325
1283C1580,202.91381278538813,760.9999999999999,72.875,165.5,311.2,484.3199999999996,149.4989774147238
1283C1620,131.81836757990865,620.6,43.7,105.55,202.40000000000003,318.305,101.30661368052237
1283C1590,217.82757990867577,910.7999999999996,76.57499999999999,179.95,332.42499999999995,519.1199999999997,160.61078182898714
1283A0020,177.44350456621007,751.7999999999998,61.2,147.8,272.4,422.8999999999999,132.16577274103327
1283C1600,142.04041095890412,626.4000000000001,49.0,116.15,218.30000000000004,341.6099999999998,107.27779184523624
