OBJECTID;uuid;deso;kommun;lan;kommunnamn;lannamn;version;Field1;key_0;Deso_1;Station;Boende_totalt_Antal;Antal_Bilar;Bilar_småhus;Bilar_flerbostadshus;Antal_personer_i_småhus;Antal_personer_i_flerbostadshus;Laddpunkter;Kommungrupp_2023;Travel__km_;Travel___;Shape_Length;Shape_Area;max_aadtfordon;sum_Length_KILOMETERS;Polyline_Count;CITY
710;{8E895B81-7D0C-4DDE-8B7C-9F1F8B7E9F66};1283C1570;1283;12;Helsingborg;Skåne;2018_v2;166;Helsingborg;1283C1570;FILBORNA;1721;613;252;361;521;1157;36;Större stad;21;2;2984.695917;410416.9323;0;0;0;Large
711;{24D15D4D-2FDA-4023-84AA-8EFCD4DA2885};1290B5010;1290;12;Kristianstad;Skåne;2018_v2;236;Kristianstad;1290B5010;TORSEBRO;1712;919;834;85;1571;74;55;Större stad;21;2;15104.83463;10903310.03;5960;10.00203459;10;No
712;{53A34844-FE48-4E5C-ACE9-26A29290098F};1272C1030;1272;12;Bromölla;Skåne;2018_v2;98;Bromölla;1272C1030;IVÖ;1800;906;783;123;1470;326;54;Pendlingskommun nära större stad;25;3;8466.567327;3196492.047;4808;4.452746568;15;No
713;{A57691CC-EA53-4894-BFD8-59B122A1AD0E};1267A0020;1267;12;Höör;Skåne;2018_v2;770;Höör;1267A0020;MAGLASÄTE;1913;1235;1125;110;1882;4;74;Pendlingskommun nära mindre tätort;33;5;110611.1137;182462549.8;4561;101.7809336;67;No
714;{6F83C13D-082B-487E-B10C-24E5110BCD8C};1283C1580;1283;12;Helsingborg;Skåne;2018_v2;167;Helsingborg;1283C1580;OLYMPIA;2578;950;552;398;1305;1086;57;Större stad;21;2;4810.1974;865066.1721;0;0;0;Large
715;{89C6C4F8-05FE-4EF5-96A9-9E6DE852E1BF};1260C1010;1260;12;Bjuv;Skåne;2018_v2;774;Bjuv;1260C1010;MÖRARP;1804;980;893;87;1584;61;58;Pendlingskommun nära större stad;25;3;18361.80175;8120171.838;6999;10.45399229;24;No
716;{B6F39FAA-4C52-48D5-B6D6-8B76E7FA52C9};1214A0030;1214;12;Svalöv;Skåne;2018_v2;761;Svalöv;1214A0030;KLIPPAN;1545;1035;952;83;1511;3;62;Pendlingskommun nära större stad;25;3;112841.087;181453587;2061;97.99632112;53;No
717;{CB7A3DC9-C6CA-4FC7-B3C1-17C3D2FAB1CA};1276B2010;1276;12;Klippan;Skåne;2018_v2;86;Klippan;1276B2010;KLIPPAN;2341;1299;918;381;1663;497;77;Pendlingskommun nära större stad;25;3;15294.16233;13294869.61;2836;13.77301885;12;No
718;{94BF5F9C-6A4E-47EA-B8FB-1031AE15C439};1283C1620;1283;12;Helsingborg;Skåne;2018_v2;168;Helsingborg;1283C1620;OLYMPIA;1383;582;230;352;396;978;34;Större stad;21;2;3436.415967;631978.6535;0;0;0;No
719;{F518C05C-5B86-40B3-B9A0-215FB2CC97B8};1272C1040;1272;12;Bromölla;Skåne;2018_v2;99;Bromölla;1272C1040;IVÖ;1646;842;751;91;1514;23;50;Pendlingskommun nära större stad;25;3;10237.39474;5036947.318;0;0;0;No
720;{FE093AD5-142D-477D-A066-47FA45DA8B14};1283C1590;1283;12;Helsingborg;Skåne;2018_v2;169;Helsingborg;1283C1590;OLYMPIA;1888;985;207;778;341;1499;59;Större stad;21;2;11848.98842;4776319.728;0;0;0;Large
721;{98E17C35-9AE6-4BB7-902C-8B0AD7147CA6};1260A0030;1260;12;Bjuv;Skåne;2018_v2;775;Bjuv;1260A0030;ÅSTORP_S;2002;1239;1187;52;1923;13;74;Pendlingskommun nära större stad;25;3;35499.40878;41488665.3;2649;22.17999138;17;No
722;{BE3383AC-3CD5-47F4-87E0-33349B598FA1};1276A0020;1276;12;Klippan;Skåne;2018_v2;87;Klippan;1276A0020;KLIPPAN;961;628;595;33;934;0;37;Pendlingskommun nära större stad;25;3;38605.07529;46547358.97;8449;33.55671832;37;No
723;{8F84FD3F-8327-4DB1-A442-789555F3F91B};1276A0010;1276;12;Klippan;Skåne;2018_v2;88;Klippan;1276A0010;PERSTORP;1663;1121;983;138;1590;0;67;Pendlingskommun nära större stad;25;3;81540.81118;171131371.4;3356;68.31641384;38;No
724;{FDA59B46-01E0-4882-B2C0-D658120AAC22};1283A0020;1283;12;Helsingborg;Skåne;2018_v2;170;Helsingborg;1283A0020;MÖRARP;1328;780;800;-20;1299;0;46;Större stad;21;2;69147.11912;68473163.29;22238;87.62561278;129;No
725;{8105E55F-F1F0-443E-B401-8CA35F64A066};1290A0080;1290;12;Kristianstad;Skåne;2018_v2;237;Kristianstad;1290A0080;KRISTIAN;2248;1430;1307;123;2183;12;85;Större stad;21;2;113757.3382;201231081.9;6993;86.53925115;77;No
726;{01A370BD-2C09-4F2F-B140-A0FCAB3E0DB0};1283C1600;1283;12;Helsingborg;Skåne;2018_v2;171;Helsingborg;1283C1600;FILBORNA;1477;639;283;356;554;901;38;Större stad;21;2;14606.42987;7477718.337;23235;3.511687024;14;No
727;{1508F902-BA1C-40C7-BBE4-C0C5A134EB71};1293B3020;1293;12;Hässleholm;Skåne;2018_v2;45;Hässleholm;1293B3020;VINSLÖV;1977;1059;858;201;1666;282;63;Lågpendlingskommun nära större stad;31;6;5399.730106;1317176.315;2260;1.954331432;5;No
728;{DB1CE5DD-2D76-48C7-8710-74A7599E6A6C};1260C1020;1260;12;Bjuv;Skåne;2018_v2;776;Bjuv;1260C1020;MÖRARP;1814;723;296;427;609;1131;43;Pendlingskommun nära större stad;25;3;8968.709165;2808010.251;256;0.85576851;1;No
729;{0ED460AF-7338-477A-8C35-92B56CCE7DB9};1283C1650;1283;12;Helsingborg;Skåne;2018_v2;172;Helsingborg;1283C1650;OLYMPIA;1434;628;629;-1;1380;42;37;Större stad;21;2;5249.950405;1105814.951;0;0;0;No
730;{5F2A603F-0D32-4682-B8F5-947338C82E2F};1293B3010;1293;12;Hässleholm;Skåne;2018_v2;46;Hässleholm;1293B3010;VINSLÖV;1127;638;630;8;1117;4;38;Lågpendlingskommun nära större stad;31;6;19117.16387;9427232.999;12980;14.19863467;28;No
731;{8E4E5394-2249-4994-9AE2-81D3934565ED};1293A0010;1293;12;Hässleholm;Skåne;2018_v2;47;Hässleholm;1293A0010;HÄGLINGE;1555;991;917;74;1527;0;59;Lågpendlingskommun nära större stad;31;6;86098.48096;169559367.9;8091;98.04245074;60;No
732;{CDAC3E9C-B1E6-49FE-B651-06D2E83AB99B};1260C1030;1260;12;Bjuv;Skåne;2018_v2;777;Bjuv;1260C1030;MÖRARP;1941;1074;1041;33;1787;80;64;Pendlingskommun nära större stad;25;3;9297.996952;3898592.096;6090;5.460579542;22;No
733;{BBDE9BFF-2B47-4586-84B2-801EE12C82C1};1283C1630;1283;12;Helsingborg;Skåne;2018_v2;173;Helsingborg;1283C1630;OLYMPIA;4285;1381;539;842;1254;2539;82;Större stad;21;2;8565.675743;2719559.735;10455;6.772612775;28;No
734;{D5442D80-5CA5-40D3-88CC-D13F7512918C};1283C1660;1283;12;Helsingborg;Skåne;2018_v2;174;Helsingborg;1283C1660;FILBORNA;2309;945;786;159;1639;381;56;Större stad;21;2;14807.2917;5672059.209;17006;10.10157844;37;No
735;{E99C45E4-9596-4CD2-B379-22CEDDB72C32};1293B3030;1293;12;Hässleholm;Skåne;2018_v2;48;Hässleholm;1293B3030;VINSLÖV;1182;545;399;146;863;179;32;Lågpendlingskommun nära större stad;31;6;10630.11381;4736684.324;2036;4.689699839;13;No
736;{23DD457D-DD3B-488D-AE7F-0D72F0571CA7};1283C1690;1283;12;Helsingborg;Skåne;2018_v2;175;Helsingborg;1283C1690;FILBORNA;2300;1073;1076;-3;2063;0;64;Större stad;21;2;5008.158138;1444392.683;0;0;0;No
737;{EB3BD996-EB5C-4A9A-83B2-76436C36B41E};1283C1680;1283;12;Helsingborg;Skåne;2018_v2;176;Helsingborg;1283C1680;OLYMPIA;813;438;386;52;676;134;26;Större stad;21;2;9074.097728;2741091.33;1520;0.800106086;1;No
738;{3BD514CD-7485-486B-B8BB-A292F85234E2};1283C1670;1283;12;Helsingborg;Skåne;2018_v2;177;Helsingborg;1283C1670;OLYMPIA;2327;1026;864;162;1799;140;61;Större stad;21;2;9026.876844;2820987.671;4069;4.129047566;8;No
739;{AEC467A8-95CA-4F3E-B9CE-7E830AE8E2FD};1293B8010;1293;12;Hässleholm;Skåne;2018_v2;49;Hässleholm;1293B8010;HÄSSLEHOLM;1166;633;615;18;1133;27;37;Lågpendlingskommun nära större stad;31;6;9960.822656;6706767.123;3399;2.110770566;2;No
740;{1967A178-12F9-4524-9A39-34A2872207CD};1260C1040;1260;12;Bjuv;Skåne;2018_v2;778;Bjuv;1260C1040;ÅSTORP_S;2465;1171;804;367;1416;920;70;Pendlingskommun nära större stad;25;3;16936.45821;7556811.049;3862;4.876586919;8;No
741;{B7FABF7E-2B11-41C1-B32A-6F8D67E690F2};1283C1700;1283;12;Helsingborg;Skåne;2018_v2;178;Helsingborg;1283C1700;FILBORNA;1711;897;714;183;1289;305;53;Större stad;21;2;17178.731;7826491.874;15400;12.22519692;39;No
742;{736FE65A-AD2C-4AC0-BF7D-FF34FF5B6470};1275C1020;1275;12;Perstorp;Skåne;2018_v2;182;Perstorp;1275C1020;PERSTORP;1473;528;249;279;632;700;31;Pendlingskommun nära större stad;25;3;8618.066769;2633379.96;5983;3.403251723;8;No
743;{CB003AA9-1B5F-49A2-ADED-98855AA24791};1277C1040;1277;12;Åstorp;Skåne;2018_v2;779;Åstorp;1277C1040;ÅSTORP_S;1640;544;211;333;422;1138;32;Pendlingskommun nära större stad;25;3;3100.418724;423270.1708;0;0;0;No
744;{5560D2A0-8F2C-41BC-91B4-463FC7A1A3E9};1276C1010;1276;12;Klippan;Skåne;2018_v2;89;Klippan;1276C1010;KLIPPAN;2607;1199;541;658;1083;1394;71;Pendlingskommun nära större stad;25;3;12223.76101;6127003.168;6182;3.955320665;6;No
745;{0493EAC3-194E-426D-96A9-66AFAD93B6D7};1293C1020;1293;12;Hässleholm;Skåne;2018_v2;50;Hässleholm;1293C1020;HÄSSLEHOLM;1453;701;691;10;1425;4;42;Lågpendlingskommun nära större stad;31;6;3630.794508;763748.5992;0;0;0;Medium
746;{BCD4AA59-3975-40BA-AB85-C6729716F3A3};1277B3010;1277;12;Åstorp;Skåne;2018_v2;780;Åstorp;1277B3010;KLIPPAN;2062;1081;913;168;1670;333;64;Pendlingskommun nära större stad;25;3;13489.40322;9426229.56;6256;12.61239501;18;No
747;{C2810501-1F33-4EA5-A065-5072D7CFE99D};1276C1050;1276;12;Klippan;Skåne;2018_v2;90;Klippan;1276C1050;KLIPPAN;1520;629;295;334;593;764;37;Pendlingskommun nära större stad;25;3;12529.77555;3486662.649;3352;0.855595504;5;No
748;{112D2B34-58B7-48D8-B0F2-421BF0D33FF7};1276C1020;1276;12;Klippan;Skåne;2018_v2;91;Klippan;1276C1020;KLIPPAN;2113;969;549;420;1063;948;58;Pendlingskommun nära större stad;25;3;8624.080161;3541966.317;4975;2.037945199;8;No
749;{563333E8-BBE3-4EA0-B0B8-E04A2E0AB783};1277B2010;1277;12;Åstorp;Skåne;2018_v2;781;Åstorp;1277B2010;MÖRARP;2567;1335;1217;118;2054;346;80;Pendlingskommun nära större stad;25;3;17144.97641;10377055.8;10022;18.78184612;40;No
750;{F9B9279E-73DF-4E9A-869E-E3F7907B641E};1277C1020;1277;12;Åstorp;Skåne;2018_v2;782;Åstorp;1277C1020;ÅSTORP_S;1574;756;721;35;1453;67;45;Pendlingskommun nära större stad;25;3;7666.276506;2888151.763;10172;5.606696759;25;No
751;{A308BBA0-1C1A-4863-AFDB-BE76500448EE};1276C1030;1276;12;Klippan;Skåne;2018_v2;92;Klippan;1276C1030;KLIPPAN;1721;884;663;221;1186;495;53;Pendlingskommun nära större stad;25;3;4732.565502;1063412.138;0;0;0;No
752;{9074D6BF-DC33-4286-851A-1D2A8794C49E};1277C1050;1277;12;Åstorp;Skåne;2018_v2;783;Åstorp;1277C1050;ÅSTORP_S;2050;802;242;560;517;1329;48;Pendlingskommun nära större stad;25;3;3635.291466;602462.0381;1052;0.319129163;5;No
753;{174CBABD-5526-41A2-B31E-7BC08AB211A6};1290A0090;1290;12;Kristianstad;Skåne;2018_v2;238;Kristianstad;1290A0090;TORSEBRO;1855;1130;1074;56;1790;31;67;Större stad;21;2;85959.98875;111778981.6;7498;86.26521027;88;No
754;{7DAD857C-3384-4DFB-B0BB-9B4CCAD6DD13};1275C1010;1275;12;Perstorp;Skåne;2018_v2;183;Perstorp;1275C1010;PERSTORP;1489;632;413;219;858;602;37;Pendlingskommun nära större stad;25;3;13655.23083;7753310.719;7165;6.807028282;20;No
755;{9A77D58D-09A3-414F-BF50-7F9B4BF1DF52};1277C1010;1277;12;Åstorp;Skåne;2018_v2;784;Åstorp;1277C1010;ÅSTORP_S;865;478;425;53;667;93;28;Pendlingskommun nära större stad;25;3;17233.2527;7790505.765;4764;11.00982813;23;No
756;{EE6BF3DE-5A9C-46C4-9D61-4F892DC2CF0D};1277C1030;1277;12;Åstorp;Skåne;2018_v2;785;Åstorp;1277C1030;ÅSTORP_S;2086;1137;1124;13;1897;110;68;Pendlingskommun nära större stad;25;3;11091.36062;5623028.714;6682;4.902422324;9;No
757;{72EE04D4-6324-4D80-97FA-4EE6A6B95CF3};1293C1010;1293;12;Hässleholm;Skåne;2018_v2;51;Hässleholm;1293C1010;HÄSSLEHOLM;1986;921;647;274;1343;556;55;Lågpendlingskommun nära större stad;31;6;7140.349967;2587427.51;0;0;0;Medium
758;{C0EDE1F8-963C-42A5-963B-C8699489A9AD};1293C1030;1293;12;Hässleholm;Skåne;2018_v2;52;Hässleholm;1293C1030;HÄSSLEHOLM;1226;503;154;349;333;802;30;Lågpendlingskommun nära större stad;31;6;2813.309541;411161.7193;0;0;0;Medium
759;{55CA0758-90EB-48DF-853F-624B12A299F8};1293C1050;1293;12;Hässleholm;Skåne;2018_v2;53;Hässleholm;1293C1050;HÄSSLEHOLM;2078;720;14;706;34;1806;43;Lågpendlingskommun nära större stad;31;6;2023.343965;210811.9218;0;0;0;Medium
760;{0C0B0812-6676-4B81-93DF-F26282AF1189};1276C1040;1276;12;Klippan;Skåne;2018_v2;93;Klippan;1276C1040;KLIPPAN;1526;926;904;22;1476;37;55;Pendlingskommun nära större stad;25;3;10388.52188;5528911.558;283;3.12210902;3;No
761;{27F47A07-A2A6-41B0-A563-0DA5749680ED};1292C1070;1292;12;Ängelholm;Skåne;2018_v2;32;Ängelholm;1292C1070;ÄNGELHO;1770;728;30;698;64;1676;43;Pendlingskommun nära större stad;25;3;2634.079013;266019.0324;0;0;0;Medium
762;{C8CB9D2E-D376-4757-B0BA-F68C8319A47E};1275C1040;1275;12;Perstorp;Skåne;2018_v2;184;Perstorp;1275C1040;PERSTORP;1772;682;391;291;827;913;40;Pendlingskommun nära större stad;25;3;7279.825354;2032683.605;153;0.352249989;1;No
763;{E53509D5-4812-44DD-BA65-92702FC24440};1293C1060;1293;12;Hässleholm;Skåne;2018_v2;54;Hässleholm;1293C1060;HÄSSLEHOLM;1540;586;13;573;30;1355;35;Lågpendlingskommun nära större stad;31;6;1995.034892;256926.0966;0;0;0;Medium
764;{3BACE986-6238-4D90-BCE9-62D95E17925C};1283B4010;1283;12;Helsingborg;Skåne;2018_v2;179;Helsingborg;1283B4010;STUREHOLM;1457;696;564;132;1120;194;41;Större stad;21;2;12636.87581;7809477.573;3470;7.437419616;11;No
765;{F7068C7D-8E6E-4930-971B-555D884D0F2C};1275C1030;1275;12;Perstorp;Skåne;2018_v2;185;Perstorp;1275C1030;PERSTORP;1429;698;525;173;1022;379;41;Pendlingskommun nära större stad;25;3;10230.7677;4493699.055;149;0.643078003;2;No
766;{721EC93F-F4CA-4747-A491-36C5D16626D3};1293C1040;1293;12;Hässleholm;Skåne;2018_v2;55;Hässleholm;1293C1040;HÄSSLEHOLM;1897;624;120;504;323;1373;37;Lågpendlingskommun nära större stad;31;6;5760.012121;1235899.404;0;0;0;Medium
767;{65B23A61-B51D-4335-A3E1-0EAC9A35410B};1277C1070;1277;12;Åstorp;Skåne;2018_v2;786;Åstorp;1277C1070;ÅSTORP_S;1642;771;542;229;960;582;46;Pendlingskommun nära större stad;25;3;8408.488843;1513818.267;7991;5.686449338;29;No
768;{0DFED52A-1C8E-41E1-A816-D4C0B3797858};1293B2010;1293;12;Hässleholm;Skåne;2018_v2;56;Hässleholm;1293B2010;TYRINGE;1518;673;402;271;868;521;40;Lågpendlingskommun nära större stad;31;6;8759.564862;3887082.342;4477;5.01921531;20;No
769;{BA8F764F-8240-4020-949A-0672F4387D7C};1293C1090;1293;12;Hässleholm;Skåne;2018_v2;57;Hässleholm;1293C1090;HÄSSLEHOLM;1885;925;531;394;1049;793;55;Lågpendlingskommun nära större stad;31;6;5670.087016;1165507.184;0;0;0;Medium
770;{CD375939-754A-4B33-A629-89F76E440AAB};1277C1060;1277;12;Åstorp;Skåne;2018_v2;787;Åstorp;1277C1060;ÅSTORP_S;1092;535;463;72;862;214;32;Pendlingskommun nära större stad;25;3;13636.67458;3262330.795;2481;4.651112351;10;No
771;{98E0862B-6806-404D-8533-53FC5E25C691};1290A0100;1290;12;Kristianstad;Skåne;2018_v2;239;Kristianstad;1290A0100;TORSEBRO;1009;620;577;43;979;4;37;Större stad;21;2;73169.58231;99550977.74;4181;37.6394113;17;No
772;{4F9DAF4F-A777-4319-AEAA-192D13185C17};1293B2020;1293;12;Hässleholm;Skåne;2018_v2;58;Hässleholm;1293B2020;TYRINGE;1703;887;817;70;1628;0;53;Lågpendlingskommun nära större stad;31;6;9248.66542;4525803.843;9655;8.309860709;19;No
773;{29099916-9579-4A11-9325-547EA984E5DA};1256B5010;1256;12;Östra Göinge;Skåne;2018_v2;9;Östra Göinge;1256B5010;TORSEBRO;1395;678;559;119;1030;338;40;Pendlingskommun nära större stad;25;3;10172.88823;6805662.113;7796;4.325012219;4;No
774;{9381CF25-25BA-476D-A5D3-1AD7870A8FC6};1293C1110;1293;12;Hässleholm;Skåne;2018_v2;59;Hässleholm;1293C1110;HÄSSLEHOLM;1494;687;711;-24;1463;11;41;Lågpendlingskommun nära större stad;31;6;4744.549475;1062553.716;0;0;0;Medium
775;{E9A8C34C-FC6A-4CE8-9211-00390A4FEA1E};1293C1100;1293;12;Hässleholm;Skåne;2018_v2;60;Hässleholm;1293C1100;HÄSSLEHOLM;1699;600;229;371;450;1242;36;Lågpendlingskommun nära större stad;31;6;5278.621212;1288908.932;0;0;0;Medium
776;{B0C5525A-3610-49C7-A3F1-67661094ADA0};1283A0030;1283;12;Helsingborg;Skåne;2018_v2;180;Helsingborg;1283A0030;STUREHOLM;2087;1158;1176;-18;2050;0;69;Större stad;21;2;33119.44001;44891937.94;6578;34.55330014;45;No
777;{35826CA6-5DE5-4305-BE91-72E83F3A2C26};1293B2030;1293;12;Hässleholm;Skåne;2018_v2;61;Hässleholm;1293B2030;TYRINGE;1634;822;551;271;1043;546;49;Lågpendlingskommun nära större stad;31;6;10683.17614;4695864.135;4556;3.303510706;12;No
778;{433C5CAE-15CB-46AE-8A25-648AC4E859BB};1293C1130;1293;12;Hässleholm;Skåne;2018_v2;62;Hässleholm;1293C1130;HÄSSLEHOLM;1653;841;844;-3;1649;0;50;Lågpendlingskommun nära större stad;31;6;8074.879582;2172592.145;280;0.312764041;2;Medium
779;{4208A0A6-B9FE-471F-AE88-15A16A36E692};1293C1120;1293;12;Hässleholm;Skåne;2018_v2;63;Hässleholm;1293C1120;HÄSSLEHOLM;2239;928;312;616;644;1554;55;Lågpendlingskommun nära större stad;31;6;16663.63832;6304617.336;7289;6.654414746;17;Medium
780;{447E33A8-6417-47F0-AD53-E16F4AB6B092};1293C1070;1293;12;Hässleholm;Skåne;2018_v2;64;Hässleholm;1293C1070;TYRINGE;2191;1181;1024;157;1818;266;70;Lågpendlingskommun nära större stad;31;6;22349.04856;17429678.68;4789;9.013667989;22;No
781;{A02BE62B-9AED-4774-98B2-C52372D16E32};1284C1020;1284;12;Höganäs;Skåne;2018_v2;80;Höganäs;1284C1020;HÖGANÄS;2454;1135;817;318;1593;376;68;Pendlingskommun nära större stad;25;3;7608.66501;2855056.961;5114;6.846111631;17;No
782;{A607FA99-3ED2-4B4C-A122-9035ADEF30C9};1293C1080;1293;12;Hässleholm;Skåne;2018_v2;65;Hässleholm;1293C1080;HÄSSLEHOLM;1460;791;782;9;1394;12;47;Lågpendlingskommun nära större stad;31;6;24762.20873;14420274.5;6697;28.24586832;82;No
783;{8D9FF027-21FE-4DBA-A555-E7D286F01119};1284C1030;1284;12;Höganäs;Skåne;2018_v2;81;Höganäs;1284C1030;HÖGANÄS;1416;752;726;26;1383;0;45;Pendlingskommun nära större stad;25;3;8141.007748;3756679.627;3946;2.936933246;6;No
784;{2B7DABAC-29A1-4992-BE1D-93F2BCE8334D};1293A0020;1293;12;Hässleholm;Skåne;2018_v2;66;Hässleholm;1293A0020;TYRINGE;1618;1057;946;111;1585;0;63;Lågpendlingskommun nära större stad;31;6;96310.16251;199249262.3;2978;105.1515629;92;No
785;{E0273AF2-B393-4751-9233-D8C1DCBC742F};1272B2010;1272;12;Bromölla;Skåne;2018_v2;100;Bromölla;1272B2010;IVÖ;1376;771;650;121;1241;88;46;Pendlingskommun nära större stad;25;3;14677.14592;11986134.92;3494;12.03457023;22;No
786;{78E0CE59-CAF8-49BA-B179-1E652705BA19};1284C1040;1284;12;Höganäs;Skåne;2018_v2;82;Höganäs;1284C1040;HÖGANÄS;1150;562;518;44;1034;82;33;Pendlingskommun nära större stad;25;3;5454.981278;1305308.08;5923;1.417975857;7;Medium
787;{19E98D52-2450-4A1F-A86B-2E085F6CA280};1277A0010;1277;12;Åstorp;Skåne;2018_v2;788;Åstorp;1277A0010;ÅSTORP_S;763;518;467;51;746;0;31;Pendlingskommun nära större stad;25;3;57724.59905;51153540.56;4338;36.28633376;33;No
788;{10C5155B-A081-4FE8-B88A-13EB33A2788F};1284C1050;1284;12;Höganäs;Skåne;2018_v2;83;Höganäs;1284C1050;HÖGANÄS;1646;809;822;-13;1635;0;48;Pendlingskommun nära större stad;25;3;5335.929902;1252212.368;3757;1.214247387;3;Medium
789;{11639A7C-7C30-44BB-97CD-12989DF0CA8D};1292B4010;1292;12;Ängelholm;Skåne;2018_v2;33;Ängelholm;1292B4010;STUREHOLM;1486;784;734;50;1301;159;47;Pendlingskommun nära större stad;25;3;12774.70585;8185387.039;17722;18.61981332;28;No
