deso,Final Probability
1280C2610,0.0017316841103710756
1280C2670,0.0017316841103710756
1286A0020,0.0004862659636650163
1286A0010,0.00019925326749226026
1280C2810,0.0017316841103710756
1264C1010,0.0001369649130989796
1286A0030,0.0005482069852271077
1264A0020,0.00024625897731321187
1280C2830,0.0017316841103710756
1280C2740,0.0017316841103710756
1233C1010,0.0009511130694066926
1233C1030,0.0
1231C1010,0.00039155987836073455
1231C1030,0.0008953082611956122
1281A0010,0.00014599556670990134
1233C1020,0.0019674089334665765
1286C1110,0.002259737866201682
1264C1040,0.0008046543922552057
1286A0040,0.0005052534917700312
1291B4010,0.00022530322983145754
1264C1020,0.00024625897731321187
1280C1680,0.0017316841103710756
1280C1790,0.0017316841103710756
1292B3020,0.0005743727251767014
1292A0030,0.0005153261438745209
1233B4010,0.00032186175690208224
1287A0040,0.000802338840047277
1280C1960,0.0017316841103710756
1263B2020,0.0007620482316293185
1280C2100,0.0017316841103710756
1280C2020,0.0017316841103710756
1280C2090,0.0017316841103710756
1264B2010,0.0007513966914728466
1233C1040,0.0016942895505413925
1280C2420,0.0017316841103710756
1280C2380,0.0017316841103710756
1280C2430,0.0017316841103710756
1280C2390,0.0017316841103710756
1280C2320,0.0017316841103710756
1291B3010,0.0005289879019012999
1263C1010,0.0006958234384825591
1287A0050,0.00031283110329116047
1233C1050,0.0009701005975117075
1233A0010,0.0010734900035957217
1281C1160,0.001818285762947607
1281C1200,0.0022350851603747638
1281C1240,0.0017316841103710756
1281C1220,0.0017316841103710756
1263C1020,5.0247482912051685e-05
1283C1180,0.0017316841103710756
1264C1030,0.0006946656623785947
1263C1050,0.0
1233A0020,0.0002654780606390196
1233B4020,0.0003717619069829446
1286A0050,0.0006946656623785947
1280C1010,0.0005222728004983068
1280C1230,0.0017316841103710756
1263C1030,0.0007091378636781487
1270C1010,0.00012828159231924717
1264A0030,0.0004155258437127961
1283C1390,0.0017316841103710756
1283C1380,0.0017316841103710756
1280C1020,7.155056322499527e-05
1263C1060,0.001232336885059627
1283C1450,0.0017316841103710756
1283C1510,0.0017316841103710756
1263C1070,0.0005612898552019045
1270C1020,0.0006483546182200218
1270C1030,0.000956323061874532
